xo,yo,zo,x,y,z
42,0,3,42.3732684507445,0.146005403748627,3.09558290352012
42,0,4,42.2630521505051,0.079857354125182,4.09917156084809
42,0,5,42.2005467508336,0.105430696145908,5.10518604744006
42,0,6,42.1754030648903,0.138555263399582,6.09134368590645
42,0,7,42.1445466344191,0.0606144109542847,7.11971734457856
42,0,8,42.0744255738194,0.128763088882722,8.15659563193606
42,0,9,42.0672895195661,0.189267213078728,9.15055174246264
42,0,10,42.0341287259082,0.139371789430709,10.0909683811586
43,0,0,43.4735763614765,0.845468910699073,0.946567337797085
43,0,1,43.4244396649654,1.02054470804791,1.81044916663507
43,0,2,43.4793842832813,1.08115718155753,2.85507915040561
43,0,3,43.6067063293436,1.05056198905058,3.67362684457778
43,0,4,43.6631480288082,0.925635180711458,4.44091277660312
43,0,5,43.6659290164406,0.246347137980945,5.51372383995589
43,0,6,43.6829262994753,0.519385345245729,6.57932134604202
43,0,7,43.9805769057022,0.581126654994768,7.4998572051304
43,0,8,44.2881884177921,0.424859285081637,8.4865111158406
43,0,9,44.6189332516101,0.339498280920139,9.26287364322875
43,0,10,44.8479137016628,0.360012585898403,10.3305263752905
44,0,0,44.8714382543228,0.469668604791804,0.59577240082993
44,0,1,45.0592192770685,0.552472509597183,1.4306987514315
44,0,2,45.5332201896443,0.315447792427868,2.2572522976908
44,0,3,46.2763021636018,0.180889314159379,3.30502309774882
44,0,4,46.3266512784954,0.455218912238876,4.39117662173945
44,0,5,45.6168630698416,0.501995173828475,5.50591900277151
44,0,6,45.2367264155251,0.580490993733482,6.67891195143728
44,0,7,44.967967623977,0.372262087678225,7.77088704010722
44,0,8,45.13277468911,0.789601168186176,8.56136115522382
44,0,9,45.4112608095897,0.49553636913106,9.64850028651143
44,0,10,45.12923683014,0.536904258481915,10.9174468877744
45,0,0,45.3394770546565,1.40304197803388,1.04287237490154
45,0,1,45.1778747438473,1.23387568500335,2.05603290750059
45,0,2,45.2162169584477,1.3194575747532,3.45206170484073
45,0,3,45.1893608934339,2.10453119893055,3.96886646812218
45,0,4,45.0999824754023,1.36437350822409,5.26014127444404
45,0,5,45.0844874182772,0.778365082139882,6.83347324349619
45,0,6,45.0577151880214,2.56615284115626,8.43681949813919
45,0,7,45.0465519894615,2.7653371049119,9.23118114889794
45,0,8,45.0272727295924,2.15625409770955,9.41543679140494
45,0,9,45.0335358441037,1.28511846128435,10.1892365234383
45,0,10,45.0241544558431,1.57106386812931,11.4526219899959
46,0,0,46.8479871953112,0.587132236257209,0.74453209886197
46,0,1,46.6506607360276,0.778268024062187,1.65077727026514
46,0,2,46.7075972849936,0.790795297249029,2.94552185604876
46,0,3,46.7588933842107,0.675939233687838,3.5921276649933
46,0,4,46.9584639200863,0.656262431185697,4.83801487691087
46,0,5,46.7497226992054,1.24394107786186,5.71669596803062
46,0,6,47.0944417748327,0.414971896231337,6.81616212265794
46,0,7,47.1324214762698,0.866896661215309,8.11786616209281
46,0,8,47.4645075137804,1.54439840697394,8.69750722875023
46,0,9,47.1395622980279,1.03889866436379,9.37697051236943
46,0,10,47.4846974619577,0.33300604610469,10.3772137456018
47,0,0,48.0231725204909,1.04328123566813,0.391410073692036
47,0,1,48.4204219481288,0.504507763399644,1.23720631509053
47,0,2,47.8326946072109,0.178979313021482,2.34706938117583
47,0,3,48.1623537942409,0.366541950331488,3.37201414030622
47,0,4,48.6581455008475,0.204381175021342,4.37740706439034
47,0,5,48.8620094048843,0.195930351501619,5.18956118762424
47,0,6,49.4203071593423,0.277649406346234,6.27894127898692
47,0,7,49.393036392947,0.335432752194323,7.33283595654354
47,0,8,50.4061517094785,0.419664398507638,8.32125186073945
47,0,9,49.7981159633848,0.243953896844653,9.33036556568465
47,0,10,50.8822611399302,0.412914831675632,10.3876821627412
48,0,0,49.0146310443648,1.02791913553807,0.714142320457372
48,0,1,49.394312990049,0.999208059101884,1.77050867415561
48,0,2,49.8115426497515,0.83714609933169,2.92215724026967
48,0,3,49.7807989843194,0.838839651101024,4.35548313992938
48,0,4,49.5718673513251,1.35696644837628,5.42096681853834
48,0,5,48.8195829749577,1.85107792894863,5.80145775443421
48,0,6,48.9175497066296,0.870571833593038,6.91060397190659
48,0,7,49.2578591724671,1.31079627772555,8.0972703132694
48,0,8,49.810153471459,1.4005415467268,9.38382149974641
48,0,9,49.5811906899535,1.15142060474563,10.1643854145687
48,0,10,49.5429415652656,1.02106680527677,11.6102587356528
49,0,0,49.822131839511,0.707273464638486,0.504472485375605
49,0,1,49.7246749442956,0.39014173224663,1.59590642946055
49,0,2,49.5876729133704,0.456618604202211,2.56714055698918
49,0,3,49.346275233086,0.31576842847383,3.65389076182272
49,0,4,49.4617616029855,0.601760807314766,4.9441002118059
49,0,5,49.4590814284617,1.13274148634268,5.6350848106497
49,0,6,49.5489507657532,0.776843908945646,6.62439492065067
49,0,7,49.3632981522581,0.630329599979125,7.69238360547909
49,0,8,49.4049865068555,0.597789632885215,8.99958203820585
49,0,9,49.3299341178582,0.529384215122193,9.76681903187504
49,0,10,49.3234749743379,0.877355977873289,10.5318067286362
50,0,0,51.2090659802131,0.880465634685019,0.531659180090867
50,0,1,51.1949247879998,0.729048919776449,1.31867907626215
50,0,2,51.1157967695888,0.363999135462364,2.4547079825187
50,0,3,51.3999991794124,0.460281661783439,3.41117851942139
50,0,4,51.301179112628,0.325159532425625,4.50920988882925
50,0,5,51.5747734050971,0.52058637490315,5.70622134756019
50,0,6,51.5956928638333,1.03532386684145,6.63241645491922
50,0,7,52.1565922701804,0.478969409261783,7.54907585783243
50,0,8,51.2518378444979,0.524874754595777,8.71994837492355
50,0,9,51.6330849798874,0.478133290714701,9.59827874464748
50,0,10,50.8375417074655,0.338974760651276,10.4749961594761
